partnumber,VehicleRawProperties_asli,VehicleRawProperties,make,Model,engine,Years,VehicleDataStandard,TypeId,ImportId,ImportTable,VehicleImportRegion,UvdbFromYearID,UvdbToYearID,Action,format_data,format_data
47003,FORD Mondeo 2.0D 01-,FORD Mondeo 2.0D ,,,,2001,,,,,,,,,"{""make"": ""FORD"", ""model"": ""Mondeo"", ""engine"": ""2.0D""}","{""make"": ""FORD"", ""model"": ""Mondeo"", ""engine"": ""2.0D""}"
470030,OPEL Corsa 1.2 01-,OPEL Corsa 1.2 ,,,,2001,,,,,,,,,"{""make"": ""OPEL"", ""model"": ""Corsa"", ""engine"": ""1.2""}","{""make"": ""OPEL"", ""model"": ""Corsa"", ""engine"": ""1.2""}"
470031,DODGE Challenger 6.2 11-,DODGE Challenger 6.2 ,,,,2011,,,,,,,,,"{""make"": ""DODGE"", ""model"": ""Challenger"", ""engine"": ""6.2""}","{""make"": ""DODGE"", ""model"": ""Challenger"", ""engine"": ""6.2""}"
470032,VW Polo 1.2 09-,VW Polo 1.2 ,,,,2009,,,,,,,,,"{""make"": ""VW"", ""model"": ""Polo"", ""engine"": ""1.2""}","{""make"": ""VW"", ""model"": ""Polo"", ""engine"": ""1.2""}"
470033,VW Sharan 2.0D 10-,VW Sharan 2.0D ,,,,2010,,,,,,,,,"{""make"": ""VW"", ""model"": ""Sharan"", ""engine"": ""2.0D""}","{""make"": ""VW"", ""model"": ""Sharan"", ""engine"": ""2.0D""}"
470034,VW Sharan 2.0D 10-,VW Sharan 2.0D ,,,,2010,,,,,,,,,"{""make"": ""VW"", ""model"": ""Sharan"", ""engine"": ""2.0D""}","{""make"": ""VW"", ""model"": ""Sharan"", ""engine"": ""2.0D""}"
470035,PORSCHE 911 3.6 05-,PORSCHE 911 3.6 ,,,,2005,,,,,,,,,"{""make"": ""PORSCHE"", ""model"": ""911"", ""engine"": ""3.6""}","{""make"": ""PORSCHE"", ""model"": ""911"", ""engine"": ""3.6""}"
470036,JEEP GrandCherokee 3.0D 10-,JEEP GrandCherokee 3.0D ,,,,2010,,,,,,,,,"{""make"": ""JEEP"", ""model"": ""GrandCherokee"", ""engine"": ""3.0D""}","{""make"": ""JEEP"", ""model"": ""GrandCherokee"", ""engine"": ""3.0D""}"
470037,JEEP GrandCherokee 10-,JEEP GrandCherokee ,,,,2010,,,,,,,,,"{""make"": ""JEEP"", ""model"": ""GrandCherokee"", ""engine"": """"}","{""make"": ""JEEP"", ""model"": ""GrandCherokee"", ""engine"": """"}"
470038,PORSCHE Macan 14-,PORSCHE Macan ,,,,2014,,,,,,,,,"{""make"": ""PORSCHE"", ""model"": ""Macan"", ""engine"": """"}","{""make"": ""PORSCHE"", ""model"": ""Macan"", ""engine"": """"}"
470039,PORSCHE Boxter 2.5 12-,PORSCHE Boxter 2.5 ,,,,2012,,,,,,,,,"{""make"": ""PORSCHE"", ""model"": ""Boxter"", ""engine"": ""2.5""}","{""make"": ""PORSCHE"", ""model"": ""Boxter"", ""engine"": ""2.5""}"
47004,FORD Mondeo 1.8 01-,FORD Mondeo 1.8 ,,,,2001,,,,,,,,,"{""make"": ""FORD"", ""model"": ""Mondeo"", ""engine"": ""1.8""}","{""make"": ""FORD"", ""model"": ""Mondeo"", ""engine"": ""1.8""}"
470040,BMW 1/3series 2.0 11-,BMW 1/3series 2.0 ,,,,2011,,,,,,,,,"{""make"": ""BMW"", ""model"": ""1/3series"", ""engine"": ""2.0""}","{""make"": ""BMW"", ""model"": ""1/3series"", ""engine"": ""2.0""}"
470041,PORSCHE 911 3.8 12-,PORSCHE 911 3.8 ,,,,2012,,,,,,,,,"{""make"": ""PORSCHE"", ""model"": ""911"", ""engine"": ""3.8""}","{""make"": ""PORSCHE"", ""model"": ""911"", ""engine"": ""3.8""}"
470042,CHEVROLET Camaro 6.2 16-,CHEVROLET Camaro 6.2 ,,,,2016,,,,,,,,,"{""make"": ""CHEVROLET"", ""model"": ""Camaro"", ""engine"": ""6.2""}","{""make"": ""CHEVROLET"", ""model"": ""Camaro"", ""engine"": ""6.2""}"
470043,JEEP Wrangler 2.0 18-,JEEP Wrangler 2.0 ,,,,2018,,,,,,,,,"{""make"": ""JEEP"", ""model"": ""Wrangler"", ""engine"": ""2.0""}","{""make"": ""JEEP"", ""model"": ""Wrangler"", ""engine"": ""2.0""}"
470044,OPEL Insignia 17-,OPEL Insignia ,,,,2017,,,,,,,,,"{""make"": ""OPEL"", ""model"": ""Insignia"", ""engine"": """"}","{""make"": ""OPEL"", ""model"": ""Insignia"", ""engine"": """"}"
470045,VOLVO XC40 17-,VOLVO XC40 ,,,,2017,,,,,,,,,"{""make"": ""VOLVO"", ""model"": ""XC40"", ""engine"": """"}","{""make"": ""VOLVO"", ""model"": ""XC40"", ""engine"": """"}"
470046,AUDI A4 2.0D 15-,AUDI A4 2.0D ,,,,2015,,,,,,,,,"{""make"": ""AUDI"", ""model"": ""A4"", ""engine"": ""2.0D""}","{""make"": ""AUDI"", ""model"": ""A4"", ""engine"": ""2.0D""}"
470047,Mercedes GLC 2.2D 2016-,Mercedes GLC 2.2D ,,,,2016,,,,,,,,,"{""make"": ""Mercedes"", ""model"": ""GLC"", ""engine"": ""2.2D""}","{""make"": ""Mercedes"", ""model"": ""GLC"", ""engine"": ""2.2D""}"
470048,BMW M3 4.0 2005-,BMW M3 4.0 ,,,,2005,,,,,,,,,"{""make"": ""BMW"", ""model"": ""M3"", ""engine"": ""4.0""}","{""make"": ""BMW"", ""model"": ""M3"", ""engine"": ""4.0""}"
470049,VW Tuareg 3.0D 2010-,VW Tuareg 3.0D ,,,,2010,,,,,,,,,"{""make"": ""VW"", ""model"": ""Tuareg"", ""engine"": ""3.0D""}","{""make"": ""VW"", ""model"": ""Tuareg"", ""engine"": ""3.0D""}"
47005,FORD Mondeo 1.8 01-,FORD Mondeo 1.8 ,,,,2001,,,,,,,,,"{""make"": ""FORD"", ""model"": ""Mondeo"", ""engine"": ""1.8""}","{""make"": ""FORD"", ""model"": ""Mondeo"", ""engine"": ""1.8""}"
470050,MERCEDES C/E/GL classe 1.6-2.1 2014-,MERCEDES C/E/GL classe 1.6-2.1 ,,,,2014,,,,,,,,,"{""make"": ""MERCEDES"", ""model"": ""C/E/GL"", ""engine"": ""classe""}","{""make"": ""MERCEDES"", ""model"": ""C/E/GL"", ""engine"": ""classe""}"
470051,AUDI Q5 3.0D 09-,AUDI Q5 3.0D ,,,,2009,,,,,,,,,"{""make"": ""AUDI"", ""model"": ""Q5"", ""engine"": ""3.0D""}","{""make"": ""AUDI"", ""model"": ""Q5"", ""engine"": ""3.0D""}"
470052,Citroen C8/Jumpy 2002-,Citroen C8/Jumpy ,,,,2002,,,,,,,,,"{""make"": ""Citroen"", ""model"": ""C8/Jumpy"", ""engine"": """"}","{""make"": ""Citroen"", ""model"": ""C8/Jumpy"", ""engine"": """"}"
470053,TOYOTA YARIS 1.0/1.3 2005-,TOYOTA YARIS 1.0/1.3 ,,,,2005,,,,,,,,,"{""make"": ""TOYOTA"", ""model"": ""YARIS"", ""engine"": ""1.0/1.3""}","{""make"": ""TOYOTA"", ""model"": ""YARIS"", ""engine"": ""1.0/1.3""}"
470054,AUDI Q5 3.0D 09-,AUDI Q5 3.0D ,,,,2009,,,,,,,,,"{""make"": ""AUDI"", ""model"": ""Q5"", ""engine"": ""3.0D""}","{""make"": ""AUDI"", ""model"": ""Q5"", ""engine"": ""3.0D""}"
470055,HYUNDAI Getz 1.1 02-,HYUNDAI Getz 1.1 ,,,,2002,,,,,,,,,"{""make"": ""HYUNDAI"", ""model"": ""Getz"", ""engine"": ""1.1""}","{""make"": ""HYUNDAI"", ""model"": ""Getz"", ""engine"": ""1.1""}"
470056,OPEL ADAM/CORSA 1.2/1.4 2007-,OPEL ADAM/CORSA 1.2/1.4 ,,,,2007,,,,,,,,,"{""make"": ""OPEL"", ""model"": ""ADAM/CORSA"", ""engine"": ""1.2/1.4""}","{""make"": ""OPEL"", ""model"": ""ADAM/CORSA"", ""engine"": ""1.2/1.4""}"
470057,Opel Astra 1.4/1.6 2004-,Opel Astra 1.4/1.6 ,,,,2004,,,,,,,,,"{""make"": ""Opel"", ""model"": ""Astra"", ""engine"": ""1.4/1.6""}","{""make"": ""Opel"", ""model"": ""Astra"", ""engine"": ""1.4/1.6""}"
470058,DACIA DOKKER\REN CLIO 1.2-1.6 2012-,DACIA DOKKER\REN CLIO 1.2-1.6 ,,,,2012,,,,,,,,,"{""make"": ""DACIA"", ""model"": ""DOKKER\\REN"", ""engine"": ""CLIO""}","{""make"": ""DACIA"", ""model"": ""DOKKER\\REN"", ""engine"": ""CLIO""}"
470059,Mercedes Vito/Viano 2004-,Mercedes Vito/Viano ,,,,2004,,,,,,,,,"{""make"": ""Mercedes"", ""model"": ""Vito/Viano"", ""engine"": """"}","{""make"": ""Mercedes"", ""model"": ""Vito/Viano"", ""engine"": """"}"
47006,FORD Fiesta 1.4D 02-,FORD Fiesta 1.4D ,,,,2002,,,,,,,,,"{""make"": ""FORD"", ""model"": ""Fiesta"", ""engine"": ""1.4D""}","{""make"": ""FORD"", ""model"": ""Fiesta"", ""engine"": ""1.4D""}"
470060,Renault Twingo 0.9/1.0 2014-,Renault Twingo 0.9/1.0 ,,,,2014,,,,,,,,,"{""make"": ""Renault"", ""model"": ""Twingo"", ""engine"": ""0.9/1.0""}","{""make"": ""Renault"", ""model"": ""Twingo"", ""engine"": ""0.9/1.0""}"
470061,Dacia Duster 1.5D 2010-,Dacia Duster 1.5D ,,,,2010,,,,,,,,,"{""make"": ""Dacia"", ""model"": ""Duster"", ""engine"": ""1.5D""}","{""make"": ""Dacia"", ""model"": ""Duster"", ""engine"": ""1.5D""}"
470062,Dacia loggy 1.6 2012-,Dacia loggy 1.6 ,,,,2012,,,,,,,,,"{""make"": ""Dacia"", ""model"": ""loggy"", ""engine"": ""1.6""}","{""make"": ""Dacia"", ""model"": ""loggy"", ""engine"": ""1.6""}"
470063,Smart Fortwo 0.7 2004-,Smart Fortwo 0.7 ,,,,2004,,,,,,,,,"{""make"": ""Smart"", ""model"": ""Fortwo"", ""engine"": ""0.7""}","{""make"": ""Smart"", ""model"": ""Fortwo"", ""engine"": ""0.7""}"
470064,VW T5 2003-,VW T5 ,,,,2003,,,,,,,,,"{""make"": ""VW"", ""model"": ""T5"", ""engine"": """"}","{""make"": ""VW"", ""model"": ""T5"", ""engine"": """"}"
470065,Mercedes S-classe 4.7-6.0 2013-,Mercedes S-classe 4.7-6.0 ,,,,2013,,,,,,,,,"{""make"": ""Mercedes"", ""model"": ""S-classe"", ""engine"": ""4.7-6.0""}","{""make"": ""Mercedes"", ""model"": ""S-classe"", ""engine"": ""4.7-6.0""}"
470067,TOYOTA RAV4 2.5 Hybrid 19-,TOYOTA RAV4 2.5 Hybrid ,,,,2019,,,,,,,,,"{""make"": ""TOYOTA"", ""model"": ""RAV4"", ""engine"": ""2.5""}","{""make"": ""TOYOTA"", ""model"": ""RAV4"", ""engine"": ""2.5""}"
470068,TESLA 3 17-,TESLA 3 ,,,,2017,,,,,,,,,"{""make"": ""TESLA"", ""model"": ""3"", ""engine"": """"}","{""make"": ""TESLA"", ""model"": ""3"", ""engine"": """"}"
470069,KIA Ceed 1.6D 18-,KIA Ceed 1.6D ,,,,2018,,,,,,,,,"{""make"": ""KIA"", ""model"": ""Ceed"", ""engine"": ""1.6D""}","{""make"": ""KIA"", ""model"": ""Ceed"", ""engine"": ""1.6D""}"
47007,FORD Fiesta 1.4D 02-,FORD Fiesta 1.4D ,,,,2002,,,,,,,,,"{""make"": ""FORD"", ""model"": ""Fiesta"", ""engine"": ""1.4D""}","{""make"": ""FORD"", ""model"": ""Fiesta"", ""engine"": ""1.4D""}"
470070,Mercedes A class 2018-,Mercedes A class ,,,,2018,,,,,,,,,"{""make"": ""Mercedes"", ""model"": ""A"", ""engine"": ""class""}","{""make"": ""Mercedes"", ""model"": ""A"", ""engine"": ""class""}"
470071,FORD Transit 2.0D 13-,FORD Transit 2.0D ,,,,2013,,,,,,,,,"{""make"": ""FORD"", ""model"": ""Transit"", ""engine"": ""2.0D""}","{""make"": ""FORD"", ""model"": ""Transit"", ""engine"": ""2.0D""}"
470072,FORD Transit 2.0D 13-,FORD Transit 2.0D ,,,,2013,,,,,,,,,"{""make"": ""FORD"", ""model"": ""Transit"", ""engine"": ""2.0D""}","{""make"": ""FORD"", ""model"": ""Transit"", ""engine"": ""2.0D""}"
470073,Volvo XC90 2.0D 2015-,Volvo XC90 2.0D ,,,,2015,,,,,,,,,"{""make"": ""Volvo"", ""model"": ""XC90"", ""engine"": ""2.0D""}","{""make"": ""Volvo"", ""model"": ""XC90"", ""engine"": ""2.0D""}"
470074,JEEP Cherokee 2.2D 13-,JEEP Cherokee 2.2D ,,,,2013,,,,,,,,,"{""make"": ""JEEP"", ""model"": ""Cherokee"", ""engine"": ""2.2D""}","{""make"": ""JEEP"", ""model"": ""Cherokee"", ""engine"": ""2.2D""}"
470075,Nissan Qashqai 2013-,Nissan Qashqai ,,,,2013,,,,,,,,,"{""make"": ""Nissan"", ""model"": ""Qashqai"", ""engine"": """"}","{""make"": ""Nissan"", ""model"": ""Qashqai"", ""engine"": """"}"
470076,FORD Transit Custom 2.0/2.2D 13-,FORD Transit Custom 2.0/2.2D ,,,,2013,,,,,,,,,"{""make"": ""FORD"", ""model"": ""Transit"", ""engine"": ""Custom""}","{""make"": ""FORD"", ""model"": ""Transit"", ""engine"": ""Custom""}"
470077,TOYOTA Camry 2.5 18-,TOYOTA Camry 2.5 ,,,,2018,,,,,,,,,"{""make"": ""TOYOTA"", ""model"": ""Camry"", ""engine"": ""2.5""}","{""make"": ""TOYOTA"", ""model"": ""Camry"", ""engine"": ""2.5""}"
470078,TESLA Y 19-,TESLA Y ,,,,2019,,,,,,,,,"{""make"": ""TESLA"", ""model"": ""Y"", ""engine"": """"}","{""make"": ""TESLA"", ""model"": ""Y"", ""engine"": """"}"
470079,LAND-ROVER Discovery 2.0D 15-,LAND-ROVER Discovery 2.0D ,,,,2015,,,,,,,,,"{""make"": ""LAND-ROVER"", ""model"": ""Discovery"", ""engine"": ""2.0D""}","{""make"": ""LAND-ROVER"", ""model"": ""Discovery"", ""engine"": ""2.0D""}"
470080,PORSCHE Panamera 18-,PORSCHE Panamera ,,,,2018,,,,,,,,,"{""make"": ""PORSCHE"", ""model"": ""Panamera"", ""engine"": """"}","{""make"": ""PORSCHE"", ""model"": ""Panamera"", ""engine"": """"}"
470081,Opel Corsa/Combo 2001-,Opel Corsa/Combo ,,,,2001,,,,,,,,,"{""make"": ""Opel"", ""model"": ""Corsa/Combo"", ""engine"": """"}","{""make"": ""Opel"", ""model"": ""Corsa/Combo"", ""engine"": """"}"
470082,VW Transporter 07/1994-04/2003,VW Transporter 07/04/2003,,,,1994,,,,,,,,,"{""make"": ""VW"", ""model"": ""Transporter"", ""engine"": ""07/04/2003""}","{""make"": ""VW"", ""model"": ""Transporter"", ""engine"": ""07/04/2003""}"
470083,OPEL Insignia 1.5 17-,OPEL Insignia 1.5 ,,,,2017,,,,,,,,,"{""make"": ""OPEL"", ""model"": ""Insignia"", ""engine"": ""1.5""}","{""make"": ""OPEL"", ""model"": ""Insignia"", ""engine"": ""1.5""}"
470084,DACIA Logan 1.5D 05-,DACIA Logan 1.5D ,,,,2005,,,,,,,,,"{""make"": ""DACIA"", ""model"": ""Logan"", ""engine"": ""1.5D""}","{""make"": ""DACIA"", ""model"": ""Logan"", ""engine"": ""1.5D""}"
470085,KIA Sportage 2.0 16-,KIA Sportage 2.0 ,,,,2016,,,,,,,,,"{""make"": ""KIA"", ""model"": ""Sportage"", ""engine"": ""2.0""}","{""make"": ""KIA"", ""model"": ""Sportage"", ""engine"": ""2.0""}"
470086,HYUNDAI Tucson 1.6 16-,HYUNDAI Tucson 1.6 ,,,,2016,,,,,,,,,"{""make"": ""HYUNDAI"", ""model"": ""Tucson"", ""engine"": ""1.6""}","{""make"": ""HYUNDAI"", ""model"": ""Tucson"", ""engine"": ""1.6""}"
470087,HYUNDAI SantaFe 2.4 10-,HYUNDAI SantaFe 2.4 ,,,,2010,,,,,,,,,"{""make"": ""HYUNDAI"", ""model"": ""SantaFe"", ""engine"": ""2.4""}","{""make"": ""HYUNDAI"", ""model"": ""SantaFe"", ""engine"": ""2.4""}"
470088,HYUNDAI SantaFe 2.4 14-,HYUNDAI SantaFe 2.4 ,,,,2014,,,,,,,,,"{""make"": ""HYUNDAI"", ""model"": ""SantaFe"", ""engine"": ""2.4""}","{""make"": ""HYUNDAI"", ""model"": ""SantaFe"", ""engine"": ""2.4""}"
470089,HYUNDAI i20 1.2 12-,HYUNDAI i20 1.2 ,,,,2012,,,,,,,,,"{""make"": ""HYUNDAI"", ""model"": ""i20"", ""engine"": ""1.2""}","{""make"": ""HYUNDAI"", ""model"": ""i20"", ""engine"": ""1.2""}"
47009,OPEL Corsa 1.4 93-,OPEL Corsa 1.4 ,,,,1993,,,,,,,,,"{""make"": ""OPEL"", ""model"": ""Corsa"", ""engine"": ""1.4""}","{""make"": ""OPEL"", ""model"": ""Corsa"", ""engine"": ""1.4""}"
470090,NISSAN Qashqai 2.0D 07-,NISSAN Qashqai 2.0D ,,,,2007,,,,,,,,,"{""make"": ""NISSAN"", ""model"": ""Qashqai"", ""engine"": ""2.0D""}","{""make"": ""NISSAN"", ""model"": ""Qashqai"", ""engine"": ""2.0D""}"
470091,HYUNDAI Matrix 1.6 01-,HYUNDAI Matrix 1.6 ,,,,2001,,,,,,,,,"{""make"": ""HYUNDAI"", ""model"": ""Matrix"", ""engine"": ""1.6""}","{""make"": ""HYUNDAI"", ""model"": ""Matrix"", ""engine"": ""1.6""}"
470092,HYUNDAI Accent 00-,HYUNDAI Accent ,,,,2000,,,,,,,,,"{""make"": ""HYUNDAI"", ""model"": ""Accent"", ""engine"": """"}","{""make"": ""HYUNDAI"", ""model"": ""Accent"", ""engine"": """"}"
470093,NISSAN Navara 2.5D 97-,NISSAN Navara 2.5D ,,,,1997,,,,,,,,,"{""make"": ""NISSAN"", ""model"": ""Navara"", ""engine"": ""2.5D""}","{""make"": ""NISSAN"", ""model"": ""Navara"", ""engine"": ""2.5D""}"
470094,Citroen Picasso/Peugeot 3008 2013-,Citroen Picasso/Peugeot 3008 ,,,,2013,,,,,,,,,"{""make"": ""Citroen"", ""model"": ""Picasso/Peugeot"", ""engine"": ""3008""}","{""make"": ""Citroen"", ""model"": ""Picasso/Peugeot"", ""engine"": ""3008""}"
470095,HYUNDAI ix35 1.6 10-,HYUNDAI ix35 1.6 ,,,,2010,,,,,,,,,"{""make"": ""HYUNDAI"", ""model"": ""ix35"", ""engine"": ""1.6""}","{""make"": ""HYUNDAI"", ""model"": ""ix35"", ""engine"": ""1.6""}"
470096,HYUNDAI Coupe 2.0 02-,HYUNDAI Coupe 2.0 ,,,,2002,,,,,,,,,"{""make"": ""HYUNDAI"", ""model"": ""Coupe"", ""engine"": ""2.0""}","{""make"": ""HYUNDAI"", ""model"": ""Coupe"", ""engine"": ""2.0""}"
470097,HYUNDAI Coupe 2.0 02-,HYUNDAI Coupe 2.0 ,,,,2002,,,,,,,,,"{""make"": ""HYUNDAI"", ""model"": ""Coupe"", ""engine"": ""2.0""}","{""make"": ""HYUNDAI"", ""model"": ""Coupe"", ""engine"": ""2.0""}"
470098,FIAT Tipo 1.4 16-,FIAT Tipo 1.4 ,,,,2016,,,,,,,,,"{""make"": ""FIAT"", ""model"": ""Tipo"", ""engine"": ""1.4""}","{""make"": ""FIAT"", ""model"": ""Tipo"", ""engine"": ""1.4""}"
470099,TOYOTA Auris 1.6 07-,TOYOTA Auris 1.6 ,,,,2007,,,,,,,,,"{""make"": ""TOYOTA"", ""model"": ""Auris"", ""engine"": ""1.6""}","{""make"": ""TOYOTA"", ""model"": ""Auris"", ""engine"": ""1.6""}"
47010,OPEL Zafira 2.0D 99-,OPEL Zafira 2.0D ,,,,1999,,,,,,,,,"{""make"": ""OPEL"", ""model"": ""Zafira"", ""engine"": ""2.0D""}","{""make"": ""OPEL"", ""model"": ""Zafira"", ""engine"": ""2.0D""}"
470100,KIA Niro 1.6 17-,KIA Niro 1.6 ,,,,2017,,,,,,,,,"{""make"": ""KIA"", ""model"": ""Niro"", ""engine"": ""1.6""}","{""make"": ""KIA"", ""model"": ""Niro"", ""engine"": ""1.6""}"
470101,Ford Transit 2.2D 2006-,Ford Transit 2.2D ,,,,2006,,,,,,,,,"{""make"": ""Ford"", ""model"": ""Transit"", ""engine"": ""2.2D""}","{""make"": ""Ford"", ""model"": ""Transit"", ""engine"": ""2.2D""}"
470102,Renault Trafic II 2001-,Renault Trafic II ,,,,2001,,,,,,,,,"{""make"": ""Renault"", ""model"": ""Trafic"", ""engine"": ""II""}","{""make"": ""Renault"", ""model"": ""Trafic"", ""engine"": ""II""}"
470103,RENAULT Clio 1.0 19-,RENAULT Clio 1.0 ,,,,2019,,,,,,,,,"{""make"": ""RENAULT"", ""model"": ""Clio"", ""engine"": ""1.0""}","{""make"": ""RENAULT"", ""model"": ""Clio"", ""engine"": ""1.0""}"
470104,MAZDA 6 2.0D 12-,MAZDA 6 2.0D ,,,,2012,,,,,,,,,"{""make"": ""MAZDA"", ""model"": ""6"", ""engine"": ""2.0D""}","{""make"": ""MAZDA"", ""model"": ""6"", ""engine"": ""2.0D""}"
470105,VOLVO V40 12-,VOLVO V40 ,,,,2012,,,,,,,,,"{""make"": ""VOLVO"", ""model"": ""V40"", ""engine"": """"}","{""make"": ""VOLVO"", ""model"": ""V40"", ""engine"": """"}"
470106,AUDI A6 3.0D 04-,AUDI A6 3.0D ,,,,2004,,,,,,,,,"{""make"": ""AUDI"", ""model"": ""A6"", ""engine"": ""3.0D""}","{""make"": ""AUDI"", ""model"": ""A6"", ""engine"": ""3.0D""}"
470107,VW Touareg 2.5D 03-,VW Touareg 2.5D ,,,,2003,,,,,,,,,"{""make"": ""VW"", ""model"": ""Touareg"", ""engine"": ""2.5D""}","{""make"": ""VW"", ""model"": ""Touareg"", ""engine"": ""2.5D""}"
470108,AUDI A6 3.0D 04-,AUDI A6 3.0D ,,,,2004,,,,,,,,,"{""make"": ""AUDI"", ""model"": ""A6"", ""engine"": ""3.0D""}","{""make"": ""AUDI"", ""model"": ""A6"", ""engine"": ""3.0D""}"
470109,MASERATI Levante 3.0D 16-,MASERATI Levante 3.0D ,,,,2016,,,,,,,,,"{""make"": ""MASERATI"", ""model"": ""Levante"", ""engine"": ""3.0D""}","{""make"": ""MASERATI"", ""model"": ""Levante"", ""engine"": ""3.0D""}"
47011,OPEL Corsa 1.2 01-,OPEL Corsa 1.2 ,,,,2001,,,,,,,,,"{""make"": ""OPEL"", ""model"": ""Corsa"", ""engine"": ""1.2""}","{""make"": ""OPEL"", ""model"": ""Corsa"", ""engine"": ""1.2""}"
470110,MASERATI Ghibli 3.0 14-,MASERATI Ghibli 3.0 ,,,,2014,,,,,,,,,"{""make"": ""MASERATI"", ""model"": ""Ghibli"", ""engine"": ""3.0""}","{""make"": ""MASERATI"", ""model"": ""Ghibli"", ""engine"": ""3.0""}"
470111,VW Passat 2.0D 15-,VW Passat 2.0D ,,,,2015,,,,,,,,,"{""make"": ""VW"", ""model"": ""Passat"", ""engine"": ""2.0D""}","{""make"": ""VW"", ""model"": ""Passat"", ""engine"": ""2.0D""}"
470112,Ford C-max/Focus 1.6-2.0 2005-,Ford C-max/Focus 1.6-2.0 ,,,,2005,,,,,,,,,"{""make"": ""Ford"", ""model"": ""C-max/Focus"", ""engine"": ""1.6-2.0""}","{""make"": ""Ford"", ""model"": ""C-max/Focus"", ""engine"": ""1.6-2.0""}"
470113,AUDI Q5 2.0D 17-,AUDI Q5 2.0D ,,,,2017,,,,,,,,,"{""make"": ""AUDI"", ""model"": ""Q5"", ""engine"": ""2.0D""}","{""make"": ""AUDI"", ""model"": ""Q5"", ""engine"": ""2.0D""}"
470114,PORSHE Cayenne 3.0/4.2D 15-,PORSHE Cayenne 3.0/4.2D ,,,,2015,,,,,,,,,"{""make"": ""PORSHE"", ""model"": ""Cayenne"", ""engine"": ""3.0/4.2D""}","{""make"": ""PORSHE"", ""model"": ""Cayenne"", ""engine"": ""3.0/4.2D""}"
470117,FORD Transit 2.2D 14-,FORD Transit 2.2D ,,,,2014,,,,,,,,,"{""make"": ""FORD"", ""model"": ""Transit"", ""engine"": ""2.2D""}","{""make"": ""FORD"", ""model"": ""Transit"", ""engine"": ""2.2D""}"
470118,SUZUKI Swift 1.2 10-,SUZUKI Swift 1.2 ,,,,2010,,,,,,,,,"{""make"": ""SUZUKI"", ""model"": ""Swift"", ""engine"": ""1.2""}","{""make"": ""SUZUKI"", ""model"": ""Swift"", ""engine"": ""1.2""}"
470119,FIAT 124 Spider 1.4 16-,FIAT 124 Spider 1.4 ,,,,2016,,,,,,,,,"{""make"": ""FIAT"", ""model"": ""124"", ""engine"": ""Spider""}","{""make"": ""FIAT"", ""model"": ""124"", ""engine"": ""Spider""}"
47012,OPEL Corsa 1.2 01-,OPEL Corsa 1.2 ,,,,2001,,,,,,,,,"{""make"": ""OPEL"", ""model"": ""Corsa"", ""engine"": ""1.2""}","{""make"": ""OPEL"", ""model"": ""Corsa"", ""engine"": ""1.2""}"
470120,Renault Laguna 2007-,Renault Laguna ,,,,2007,,,,,,,,,"{""make"": ""Renault"", ""model"": ""Laguna"", ""engine"": """"}","{""make"": ""Renault"", ""model"": ""Laguna"", ""engine"": """"}"
470121,AUDI A4 2.4 01-,AUDI A4 2.4 ,,,,2001,,,,,,,,,"{""make"": ""AUDI"", ""model"": ""A4"", ""engine"": ""2.4""}","{""make"": ""AUDI"", ""model"": ""A4"", ""engine"": ""2.4""}"
470122,AUDI A4 2.0D 15-,AUDI A4 2.0D ,,,,2015,,,,,,,,,"{""make"": ""AUDI"", ""model"": ""A4"", ""engine"": ""2.0D""}","{""make"": ""AUDI"", ""model"": ""A4"", ""engine"": ""2.0D""}"
470123,TOYOTA RAV4 2.5 19-,TOYOTA RAV4 2.5 ,,,,2019,,,,,,,,,"{""make"": ""TOYOTA"", ""model"": ""RAV4"", ""engine"": ""2.5""}","{""make"": ""TOYOTA"", ""model"": ""RAV4"", ""engine"": ""2.5""}"
470124,RENAULT Koleos 2.0D 16-,RENAULT Koleos 2.0D ,,,,2016,,,,,,,,,"{""make"": ""RENAULT"", ""model"": ""Koleos"", ""engine"": ""2.0D""}","{""make"": ""RENAULT"", ""model"": ""Koleos"", ""engine"": ""2.0D""}"
470125,KIA Picanto 1.2 11-,KIA Picanto 1.2 ,,,,2011,,,,,,,,,"{""make"": ""KIA"", ""model"": ""Picanto"", ""engine"": ""1.2""}","{""make"": ""KIA"", ""model"": ""Picanto"", ""engine"": ""1.2""}"
470128,Dacia Logan 1.5D 2005-,Dacia Logan 1.5D ,,,,2005,,,,,,,,,"{""make"": ""Dacia"", ""model"": ""Logan"", ""engine"": ""1.5D""}","{""make"": ""Dacia"", ""model"": ""Logan"", ""engine"": ""1.5D""}"
47013,OPEL Vectra 1.6 96-,OPEL Vectra 1.6 ,,,,1996,,,,,,,,,"{""make"": ""OPEL"", ""model"": ""Vectra"", ""engine"": ""1.6""}","{""make"": ""OPEL"", ""model"": ""Vectra"", ""engine"": ""1.6""}"
47014,OPEL Vectra 1.6 96-,OPEL Vectra 1.6 ,,,,1996,,,,,,,,,"{""make"": ""OPEL"", ""model"": ""Vectra"", ""engine"": ""1.6""}","{""make"": ""OPEL"", ""model"": ""Vectra"", ""engine"": ""1.6""}"
