partnumber,VehicleRawProperties_asli,VehicleRawProperties,make,Model,engine,Years,VehicleDataStandard,TypeId,ImportId,ImportTable,VehicleImportRegion,UvdbFromYearID,UvdbToYearID,Action,format_data,format_data
707305,OPEL Astra 1.7D 09-,OPEL Astra 1.7D ,,,,2009,,,,,,,,,"{""make"": ""O"", ""model"": ""P"", ""engine"": ""E""}","{""make"": ""O"", ""model"": ""P"", ""engine"": ""E""}"
707304,FIAT 500 1.6D 13-,FIAT 500 1.6D ,,,,2013,,,,,,,,,"{""make"": ""F"", ""model"": ""I"", ""engine"": ""A""}","{""make"": ""F"", ""model"": ""I"", ""engine"": ""A""}"
707299,SMART Fortwo 0.8D 09-,SMART Fortwo 0.8D ,,,,2009,,,,,,,,,"{""make"": ""S"", ""model"": ""M"", ""engine"": ""A""}","{""make"": ""S"", ""model"": ""M"", ""engine"": ""A""}"
707300,MERCEDES Sprinter 2.2D 09-,MERCEDES Sprinter 2.2D ,,,,2009,,,,,,,,,"{""make"": ""M"", ""model"": ""E"", ""engine"": ""R""}","{""make"": ""M"", ""model"": ""E"", ""engine"": ""R""}"
707301,FIAT Idea 1.3D 03-,FIAT Idea 1.3D ,,,,2003,,,,,,,,,"{""make"": ""F"", ""model"": ""I"", ""engine"": ""A""}","{""make"": ""F"", ""model"": ""I"", ""engine"": ""A""}"
707295,OPEL Corsa 1.3D 06-,OPEL Corsa 1.3D ,,,,2006,,,,,,,,,"{""make"": ""O"", ""model"": ""P"", ""engine"": ""E""}","{""make"": ""O"", ""model"": ""P"", ""engine"": ""E""}"
707296,SUZUKI Swift 1.2 10-,SUZUKI Swift 1.2 ,,,,2010,,,,,,,,,"{""make"": ""S"", ""model"": ""U"", ""engine"": ""Z""}","{""make"": ""S"", ""model"": ""U"", ""engine"": ""Z""}"
707297,OPEL Meriva 1.7D 10-,OPEL Meriva 1.7D ,,,,2010,,,,,,,,,"{""make"": ""O"", ""model"": ""P"", ""engine"": ""E""}","{""make"": ""O"", ""model"": ""P"", ""engine"": ""E""}"
707298,SMART Fortwo 0.8D 09-,SMART Fortwo 0.8D ,,,,2009,,,,,,,,,"{""make"": ""S"", ""model"": ""M"", ""engine"": ""A""}","{""make"": ""S"", ""model"": ""M"", ""engine"": ""A""}"
707293,DODGE Caliber 2.0D 06-,DODGE Caliber 2.0D ,,,,2006,,,,,,,,,"{""make"": ""D"", ""model"": ""O"", ""engine"": ""D""}","{""make"": ""D"", ""model"": ""O"", ""engine"": ""D""}"
707291,FIAT Doblo 1.9D 03-,FIAT Doblo 1.9D ,,,,2003,,,,,,,,,"{""make"": ""F"", ""model"": ""I"", ""engine"": ""A""}","{""make"": ""F"", ""model"": ""I"", ""engine"": ""A""}"
707292,CHEVROLET Captiva 2.0D 06-,CHEVROLET Captiva 2.0D ,,,,2006,,,,,,,,,"{""make"": ""C"", ""model"": ""H"", ""engine"": ""E""}","{""make"": ""C"", ""model"": ""H"", ""engine"": ""E""}"
707294,JEEP Grand Cherokee 3.0D 05-,JEEP Grand Cherokee 3.0D ,,,,2005,,,,,,,,,"{""make"": ""J"", ""model"": ""E"", ""engine"": ""E""}","{""make"": ""J"", ""model"": ""E"", ""engine"": ""E""}"
707290,FIAT Sedici 1.9D 06-,FIAT Sedici 1.9D ,,,,2006,,,,,,,,,"{""make"": ""F"", ""model"": ""I"", ""engine"": ""A""}","{""make"": ""F"", ""model"": ""I"", ""engine"": ""A""}"
707286,MERCEDES Vito-Series 2.2D 06-,MERCEDES Vito-Series 2.2D ,,,,2006,,,,,,,,,"{""make"": ""M"", ""model"": ""E"", ""engine"": ""R""}","{""make"": ""M"", ""model"": ""E"", ""engine"": ""R""}"
707288,OPEL Meriva 1.7D 03-,OPEL Meriva 1.7D ,,,,2003,,,,,,,,,"{""make"": ""O"", ""model"": ""P"", ""engine"": ""E""}","{""make"": ""O"", ""model"": ""P"", ""engine"": ""E""}"
707287,FIAT Doblo 1.3D 05-,FIAT Doblo 1.3D ,,,,2005,,,,,,,,,"{""make"": ""F"", ""model"": ""I"", ""engine"": ""A""}","{""make"": ""F"", ""model"": ""I"", ""engine"": ""A""}"
707289,FIAT Idea 1.3D 03-,FIAT Idea 1.3D ,,,,2003,,,,,,,,,"{""make"": ""F"", ""model"": ""I"", ""engine"": ""A""}","{""make"": ""F"", ""model"": ""I"", ""engine"": ""A""}"
707282,AUDI Q5 2.0D 08-,AUDI Q5 2.0D ,,,,2008,,,,,,,,,"{""make"": ""A"", ""model"": ""U"", ""engine"": ""D""}","{""make"": ""A"", ""model"": ""U"", ""engine"": ""D""}"
707283,FIAT Freemont 2.0D 11-,FIAT Freemont 2.0D ,,,,2011,,,,,,,,,"{""make"": ""F"", ""model"": ""I"", ""engine"": ""A""}","{""make"": ""F"", ""model"": ""I"", ""engine"": ""A""}"
707285,SUZUKI SX4 2.0D 09-,SUZUKI SX4 2.0D ,,,,2009,,,,,,,,,"{""make"": ""S"", ""model"": ""U"", ""engine"": ""Z""}","{""make"": ""S"", ""model"": ""U"", ""engine"": ""Z""}"
707284,FIAT Croma 1.9D 05-,FIAT Croma 1.9D ,,,,2005,,,,,,,,,"{""make"": ""F"", ""model"": ""I"", ""engine"": ""A""}","{""make"": ""F"", ""model"": ""I"", ""engine"": ""A""}"
707278,MERCEDES ML-Series 3.0D 05-,MERCEDES ML-Series 3.0D ,,,,2005,,,,,,,,,"{""make"": ""M"", ""model"": ""E"", ""engine"": ""R""}","{""make"": ""M"", ""model"": ""E"", ""engine"": ""R""}"
707280,ALFA-ROMEO Stelvio 2.2D 16-,ALFA-ROMEO Stelvio 2.2D ,,,,2016,,,,,,,,,"{""make"": ""A"", ""model"": ""L"", ""engine"": ""F""}","{""make"": ""A"", ""model"": ""L"", ""engine"": ""F""}"
707281,MERCEDES A-Series 2.0D 04-,MERCEDES A-Series 2.0D ,,,,2004,,,,,,,,,"{""make"": ""M"", ""model"": ""E"", ""engine"": ""R""}","{""make"": ""M"", ""model"": ""E"", ""engine"": ""R""}"
707279,FIAT Panda 1.3D 15-,FIAT Panda 1.3D ,,,,2015,,,,,,,,,"{""make"": ""F"", ""model"": ""I"", ""engine"": ""A""}","{""make"": ""F"", ""model"": ""I"", ""engine"": ""A""}"
707274,VW Touran 1.9D 03-,VW Touran 1.9D ,,,,2003,,,,,,,,,"{""make"": ""V"", ""model"": ""W"", ""engine"": """"}","{""make"": ""V"", ""model"": ""W"", ""engine"": """"}"
707273,VW Touareg 3.0D 14-,VW Touareg 3.0D ,,,,2014,,,,,,,,,"{""make"": ""V"", ""model"": ""W"", ""engine"": """"}","{""make"": ""V"", ""model"": ""W"", ""engine"": """"}"
707277,ALFA-ROMEO Giulietta 1.6D 15-,ALFA-ROMEO Giulietta 1.6D ,,,,2015,,,,,,,,,"{""make"": ""A"", ""model"": ""L"", ""engine"": ""F""}","{""make"": ""A"", ""model"": ""L"", ""engine"": ""F""}"
707275,AUDI Q5 3.0D 12-,AUDI Q5 3.0D ,,,,2012,,,,,,,,,"{""make"": ""A"", ""model"": ""U"", ""engine"": ""D""}","{""make"": ""A"", ""model"": ""U"", ""engine"": ""D""}"
707276,FIAT 500 1.3D 14-,FIAT 500 1.3D ,,,,2014,,,,,,,,,"{""make"": ""F"", ""model"": ""I"", ""engine"": ""A""}","{""make"": ""F"", ""model"": ""I"", ""engine"": ""A""}"
707269,AUDI Q7 3.0D 15-,AUDI Q7 3.0D ,,,,2015,,,,,,,,,"{""make"": ""A"", ""model"": ""U"", ""engine"": ""D""}","{""make"": ""A"", ""model"": ""U"", ""engine"": ""D""}"
707270,AUDI Q7 3.0D 15-,AUDI Q7 3.0D ,,,,2015,,,,,,,,,"{""make"": ""A"", ""model"": ""U"", ""engine"": ""D""}","{""make"": ""A"", ""model"": ""U"", ""engine"": ""D""}"
707271,VW Touareg 3.0D 14-,VW Touareg 3.0D ,,,,2014,,,,,,,,,"{""make"": ""V"", ""model"": ""W"", ""engine"": """"}","{""make"": ""V"", ""model"": ""W"", ""engine"": """"}"
707272,AUDI Q7 3.0D 15-,AUDI Q7 3.0D ,,,,2015,,,,,,,,,"{""make"": ""A"", ""model"": ""U"", ""engine"": ""D""}","{""make"": ""A"", ""model"": ""U"", ""engine"": ""D""}"
707265,FIAT 500 1.6D 14-,FIAT 500 1.6D ,,,,2014,,,,,,,,,"{""make"": ""F"", ""model"": ""I"", ""engine"": ""A""}","{""make"": ""F"", ""model"": ""I"", ""engine"": ""A""}"
707266,FIAT 500 1.6D 14-,FIAT 500 1.6D ,,,,2014,,,,,,,,,"{""make"": ""F"", ""model"": ""I"", ""engine"": ""A""}","{""make"": ""F"", ""model"": ""I"", ""engine"": ""A""}"
707267,OPEL Corsa 1.3D 14-,OPEL Corsa 1.3D ,,,,2014,,,,,,,,,"{""make"": ""O"", ""model"": ""P"", ""engine"": ""E""}","{""make"": ""O"", ""model"": ""P"", ""engine"": ""E""}"
707268,AUDI Q7 3.0D 15-,AUDI Q7 3.0D ,,,,2015,,,,,,,,,"{""make"": ""A"", ""model"": ""U"", ""engine"": ""D""}","{""make"": ""A"", ""model"": ""U"", ""engine"": ""D""}"
707263,VOLVO V40 2.0D 15-,VOLVO V40 2.0D ,,,,2015,,,,,,,,,"{""make"": ""V"", ""model"": ""O"", ""engine"": ""L""}","{""make"": ""V"", ""model"": ""O"", ""engine"": ""L""}"
707264,JEEP Renegade 2.0D 14-,JEEP Renegade 2.0D ,,,,2014,,,,,,,,,"{""make"": ""J"", ""model"": ""E"", ""engine"": ""E""}","{""make"": ""J"", ""model"": ""E"", ""engine"": ""E""}"
707261,VOLVO V40 2.0D 15-,VOLVO V40 2.0D ,,,,2015,,,,,,,,,"{""make"": ""V"", ""model"": ""O"", ""engine"": ""L""}","{""make"": ""V"", ""model"": ""O"", ""engine"": ""L""}"
707262,AUDI A6 2.0D 13-,AUDI A6 2.0D ,,,,2013,,,,,,,,,"{""make"": ""A"", ""model"": ""U"", ""engine"": ""D""}","{""make"": ""A"", ""model"": ""U"", ""engine"": ""D""}"
707255,AUDI Q7 3.0D 15-,AUDI Q7 3.0D ,,,,2015,,,,,,,,,"{""make"": ""A"", ""model"": ""U"", ""engine"": ""D""}","{""make"": ""A"", ""model"": ""U"", ""engine"": ""D""}"
707259,MERCEDES Sprinter 2.2D 16-,MERCEDES Sprinter 2.2D ,,,,2016,,,,,,,,,"{""make"": ""M"", ""model"": ""E"", ""engine"": ""R""}","{""make"": ""M"", ""model"": ""E"", ""engine"": ""R""}"
707256,VAUXHALL Mokka 1.6D 15-,VAUXHALL Mokka 1.6D ,,,,2015,,,,,,,,,"{""make"": ""V"", ""model"": ""A"", ""engine"": ""U""}","{""make"": ""V"", ""model"": ""A"", ""engine"": ""U""}"
707258,MERCEDES C-Series 2.2D 13-,MERCEDES C-Series 2.2D ,,,,2013,,,,,,,,,"{""make"": ""M"", ""model"": ""E"", ""engine"": ""R""}","{""make"": ""M"", ""model"": ""E"", ""engine"": ""R""}"
707260,VW Polo 1.6D 09-,VW Polo 1.6D ,,,,2009,,,,,,,,,"{""make"": ""V"", ""model"": ""W"", ""engine"": """"}","{""make"": ""V"", ""model"": ""W"", ""engine"": """"}"
707257,OPEL Astra 1.6D 15-,OPEL Astra 1.6D ,,,,2015,,,,,,,,,"{""make"": ""O"", ""model"": ""P"", ""engine"": ""E""}","{""make"": ""O"", ""model"": ""P"", ""engine"": ""E""}"
707251,ALFA-ROMEO Giulietta 2.0D 10-,ALFA-ROMEO Giulietta 2.0D ,,,,2010,,,,,,,,,"{""make"": ""A"", ""model"": ""L"", ""engine"": ""F""}","{""make"": ""A"", ""model"": ""L"", ""engine"": ""F""}"
707253,VW Passat 2.0D 14-,VW Passat 2.0D ,,,,2014,,,,,,,,,"{""make"": ""V"", ""model"": ""W"", ""engine"": """"}","{""make"": ""V"", ""model"": ""W"", ""engine"": """"}"
707254,VW Crafter 2.0D 11-,VW Crafter 2.0D ,,,,2011,,,,,,,,,"{""make"": ""V"", ""model"": ""W"", ""engine"": """"}","{""make"": ""V"", ""model"": ""W"", ""engine"": """"}"
707252,SUZUKI Vitara 1.6D 15-,SUZUKI Vitara 1.6D ,,,,2015,,,,,,,,,"{""make"": ""S"", ""model"": ""U"", ""engine"": ""Z""}","{""make"": ""S"", ""model"": ""U"", ""engine"": ""Z""}"
707247,MERCEDES CLS-Series 3.0D 11-,MERCEDES CLS-Series 3.0D ,,,,2011,,,,,,,,,"{""make"": ""M"", ""model"": ""E"", ""engine"": ""R""}","{""make"": ""M"", ""model"": ""E"", ""engine"": ""R""}"
707248,AUDI A4 2.0D 11-,AUDI A4 2.0D ,,,,2011,,,,,,,,,"{""make"": ""A"", ""model"": ""U"", ""engine"": ""D""}","{""make"": ""A"", ""model"": ""U"", ""engine"": ""D""}"
707250,AUDI A6 2.0D 13-,AUDI A6 2.0D ,,,,2013,,,,,,,,,"{""make"": ""A"", ""model"": ""U"", ""engine"": ""D""}","{""make"": ""A"", ""model"": ""U"", ""engine"": ""D""}"
707249,OPEL Zafira 2.0D 11-,OPEL Zafira 2.0D ,,,,2011,,,,,,,,,"{""make"": ""O"", ""model"": ""P"", ""engine"": ""E""}","{""make"": ""O"", ""model"": ""P"", ""engine"": ""E""}"
707246,AUDI Q5 3.0D 13-,AUDI Q5 3.0D ,,,,2013,,,,,,,,,"{""make"": ""A"", ""model"": ""U"", ""engine"": ""D""}","{""make"": ""A"", ""model"": ""U"", ""engine"": ""D""}"
707243,VW Polo 1.6D 09-,VW Polo 1.6D ,,,,2009,,,,,,,,,"{""make"": ""V"", ""model"": ""W"", ""engine"": """"}","{""make"": ""V"", ""model"": ""W"", ""engine"": """"}"
707242,MERCEDES GLC-Series 2.2D 15-,MERCEDES GLC-Series 2.2D ,,,,2015,,,,,,,,,"{""make"": ""M"", ""model"": ""E"", ""engine"": ""R""}","{""make"": ""M"", ""model"": ""E"", ""engine"": ""R""}"
707245,PORSCHE Macan 3.0D 14-,PORSCHE Macan 3.0D ,,,,2014,,,,,,,,,"{""make"": ""P"", ""model"": ""O"", ""engine"": ""R""}","{""make"": ""P"", ""model"": ""O"", ""engine"": ""R""}"
707244,SKODA Superb 2.0D 15-,SKODA Superb 2.0D ,,,,2015,,,,,,,,,"{""make"": ""S"", ""model"": ""K"", ""engine"": ""O""}","{""make"": ""S"", ""model"": ""K"", ""engine"": ""O""}"
707239,MERCEDES C-Series 2.2D 07-,MERCEDES C-Series 2.2D ,,,,2007,,,,,,,,,"{""make"": ""M"", ""model"": ""E"", ""engine"": ""R""}","{""make"": ""M"", ""model"": ""E"", ""engine"": ""R""}"
707240,MERCEDES C/E 2.2D 14-,MERCEDES C/E 2.2D ,,,,2014,,,,,,,,,"{""make"": ""M"", ""model"": ""E"", ""engine"": ""R""}","{""make"": ""M"", ""model"": ""E"", ""engine"": ""R""}"
707238,MERCEDES ML-Series 3.0D 11-,MERCEDES ML-Series 3.0D ,,,,2011,,,,,,,,,"{""make"": ""M"", ""model"": ""E"", ""engine"": ""R""}","{""make"": ""M"", ""model"": ""E"", ""engine"": ""R""}"
707241,MERCEDES ML-Series 2.2D 11-,MERCEDES ML-Series 2.2D ,,,,2011,,,,,,,,,"{""make"": ""M"", ""model"": ""E"", ""engine"": ""R""}","{""make"": ""M"", ""model"": ""E"", ""engine"": ""R""}"
707235,MERCEDES ML-Series 3.0D 05-,MERCEDES ML-Series 3.0D ,,,,2005,,,,,,,,,"{""make"": ""M"", ""model"": ""E"", ""engine"": ""R""}","{""make"": ""M"", ""model"": ""E"", ""engine"": ""R""}"
707237,MERCEDES ML-Series 3.0D 11-,MERCEDES ML-Series 3.0D ,,,,2011,,,,,,,,,"{""make"": ""M"", ""model"": ""E"", ""engine"": ""R""}","{""make"": ""M"", ""model"": ""E"", ""engine"": ""R""}"
707234,VW Touareg 5.0D 02-,VW Touareg 5.0D ,,,,2002,,,,,,,,,"{""make"": ""V"", ""model"": ""W"", ""engine"": """"}","{""make"": ""V"", ""model"": ""W"", ""engine"": """"}"
707236,VW Touran 1.6D 16-,VW Touran 1.6D ,,,,2016,,,,,,,,,"{""make"": ""V"", ""model"": ""W"", ""engine"": """"}","{""make"": ""V"", ""model"": ""W"", ""engine"": """"}"
707231,LANCIA Ypsilon 1.3D 04-,LANCIA Ypsilon 1.3D ,,,,2004,,,,,,,,,"{""make"": ""L"", ""model"": ""A"", ""engine"": ""N""}","{""make"": ""L"", ""model"": ""A"", ""engine"": ""N""}"
707232,VW Caddy 2.0D 15-,VW Caddy 2.0D ,,,,2015,,,,,,,,,"{""make"": ""V"", ""model"": ""W"", ""engine"": """"}","{""make"": ""V"", ""model"": ""W"", ""engine"": """"}"
707233,VW Touareg 5.0D 02-,VW Touareg 5.0D ,,,,2002,,,,,,,,,"{""make"": ""V"", ""model"": ""W"", ""engine"": """"}","{""make"": ""V"", ""model"": ""W"", ""engine"": """"}"
707230,CITROËN Jumper 3.0D 06-,CITROËN Jumper 3.0D ,,,,2006,,,,,,,,,"{""make"": ""C"", ""model"": ""I"", ""engine"": ""T""}","{""make"": ""C"", ""model"": ""I"", ""engine"": ""T""}"
707227,FIAT Ducato 2.0D 11-,FIAT Ducato 2.0D ,,,,2011,,,,,,,,,"{""make"": ""F"", ""model"": ""I"", ""engine"": ""A""}","{""make"": ""F"", ""model"": ""I"", ""engine"": ""A""}"
707226,FIAT Stilo 1.9D 01-,FIAT Stilo 1.9D ,,,,2001,,,,,,,,,"{""make"": ""F"", ""model"": ""I"", ""engine"": ""A""}","{""make"": ""F"", ""model"": ""I"", ""engine"": ""A""}"
707229,CITROËN Jumper 3.0D 06-,CITROËN Jumper 3.0D ,,,,2006,,,,,,,,,"{""make"": ""C"", ""model"": ""I"", ""engine"": ""T""}","{""make"": ""C"", ""model"": ""I"", ""engine"": ""T""}"
707228,FIAT Ducato 2.0D 11-,FIAT Ducato 2.0D ,,,,2011,,,,,,,,,"{""make"": ""F"", ""model"": ""I"", ""engine"": ""A""}","{""make"": ""F"", ""model"": ""I"", ""engine"": ""A""}"
707225,ALFA-ROMEO Giulietta 2.0D 10-,ALFA-ROMEO Giulietta 2.0D ,,,,2010,,,,,,,,,"{""make"": ""A"", ""model"": ""L"", ""engine"": ""F""}","{""make"": ""A"", ""model"": ""L"", ""engine"": ""F""}"
707223,OPEL Astra 1.7D 09-,OPEL Astra 1.7D ,,,,2009,,,,,,,,,"{""make"": ""O"", ""model"": ""P"", ""engine"": ""E""}","{""make"": ""O"", ""model"": ""P"", ""engine"": ""E""}"
707224,AUDI A6 2.0D 13-,AUDI A6 2.0D ,,,,2013,,,,,,,,,"{""make"": ""A"", ""model"": ""U"", ""engine"": ""D""}","{""make"": ""A"", ""model"": ""U"", ""engine"": ""D""}"
707222,MERCEDES C-Series 2.2D 03-,MERCEDES C-Series 2.2D ,,,,2003,,,,,,,,,"{""make"": ""M"", ""model"": ""E"", ""engine"": ""R""}","{""make"": ""M"", ""model"": ""E"", ""engine"": ""R""}"
707221,MERCEDES ML-Series 3.0D 05-,MERCEDES ML-Series 3.0D ,,,,2005,,,,,,,,,"{""make"": ""M"", ""model"": ""E"", ""engine"": ""R""}","{""make"": ""M"", ""model"": ""E"", ""engine"": ""R""}"
707220,AUDI A6 2.0D 04-,AUDI A6 2.0D ,,,,2004,,,,,,,,,"{""make"": ""A"", ""model"": ""U"", ""engine"": ""D""}","{""make"": ""A"", ""model"": ""U"", ""engine"": ""D""}"
707219,MERCEDES C-Series 2.2D 08-,MERCEDES C-Series 2.2D ,,,,2008,,,,,,,,,"{""make"": ""M"", ""model"": ""E"", ""engine"": ""R""}","{""make"": ""M"", ""model"": ""E"", ""engine"": ""R""}"
707218,AUDI A4 2.0D 08-,AUDI A4 2.0D ,,,,2008,,,,,,,,,"{""make"": ""A"", ""model"": ""U"", ""engine"": ""D""}","{""make"": ""A"", ""model"": ""U"", ""engine"": ""D""}"
707310,OPEL Astra 1.7D 09-,OPEL Astra 1.7D ,,,,2009,,,,,,,,,"{""make"": ""O"", ""model"": ""P"", ""engine"": ""E""}","{""make"": ""O"", ""model"": ""P"", ""engine"": ""E""}"
707316,VW Transporter 2.0D 09-,VW Transporter 2.0D ,,,,2009,,,,,,,,,"{""make"": ""V"", ""model"": ""W"", ""engine"": """"}","{""make"": ""V"", ""model"": ""W"", ""engine"": """"}"
707317,VOLVO XC90 2.4D 05-,VOLVO XC90 2.4D ,,,,2005,,,,,,,,,"{""make"": ""V"", ""model"": ""O"", ""engine"": ""L""}","{""make"": ""V"", ""model"": ""O"", ""engine"": ""L""}"
707216,FORD Ranger 2.2D 15-,FORD Ranger 2.2D ,,,,2015,,,,,,,,,"{""make"": ""F"", ""model"": ""O"", ""engine"": ""R""}","{""make"": ""F"", ""model"": ""O"", ""engine"": ""R""}"
707217,FORD Ranger 2.2D 15-,FORD Ranger 2.2D ,,,,2015,,,,,,,,,"{""make"": ""F"", ""model"": ""O"", ""engine"": ""R""}","{""make"": ""F"", ""model"": ""O"", ""engine"": ""R""}"
707215,FORD Ranger 2.2D 15-,FORD Ranger 2.2D ,,,,2015,,,,,,,,,"{""make"": ""F"", ""model"": ""O"", ""engine"": ""R""}","{""make"": ""F"", ""model"": ""O"", ""engine"": ""R""}"
707214,FORD Transit 2.2D 13-,FORD Transit 2.2D ,,,,2013,,,,,,,,,"{""make"": ""F"", ""model"": ""O"", ""engine"": ""R""}","{""make"": ""F"", ""model"": ""O"", ""engine"": ""R""}"
707213,NISSAN Qashqai 1.3 18-,NISSAN Qashqai 1.3 ,,,,2018,,,,,,,,,"{""make"": ""N"", ""model"": ""I"", ""engine"": ""S""}","{""make"": ""N"", ""model"": ""I"", ""engine"": ""S""}"
707204,MERCEDES 2.2/3.0D 07-,MERCEDES 2.2/3.0D ,,,,2007,,,,,,,,,"{""make"": ""M"", ""model"": ""E"", ""engine"": ""R""}","{""make"": ""M"", ""model"": ""E"", ""engine"": ""R""}"
707205,MERCEDES 3.0D 09-,MERCEDES 3.0D ,,,,2009,,,,,,,,,"{""make"": ""M"", ""model"": ""E"", ""engine"": ""R""}","{""make"": ""M"", ""model"": ""E"", ""engine"": ""R""}"
707210,AUDI A6 3.0D 10-,AUDI A6 3.0D ,,,,2010,,,,,,,,,"{""make"": ""A"", ""model"": ""U"", ""engine"": ""D""}","{""make"": ""A"", ""model"": ""U"", ""engine"": ""D""}"
707203,VW T5 03-,VW T5 ,,,,2003,,,,,,,,,"{""make"": ""V"", ""model"": ""W"", ""engine"": """"}","{""make"": ""V"", ""model"": ""W"", ""engine"": """"}"
707211,OPEL Antara 2.0D 07-,OPEL Antara 2.0D ,,,,2007,,,,,,,,,"{""make"": ""O"", ""model"": ""P"", ""engine"": ""E""}","{""make"": ""O"", ""model"": ""P"", ""engine"": ""E""}"
707199,"VOLVO 7700/B9 9,4D 2005-","VOLVO 7700/B9 9,4D ",,,,2005,,,,,,,,,"{""make"": ""V"", ""model"": ""O"", ""engine"": ""L""}","{""make"": ""V"", ""model"": ""O"", ""engine"": ""L""}"
707177,VW Touran 1.6D 15-,VW Touran 1.6D ,,,,2015,,,,,,,,,"{""make"": ""V"", ""model"": ""W"", ""engine"": """"}","{""make"": ""V"", ""model"": ""W"", ""engine"": """"}"
707160,VW Passat 1.6D 15-,VW Passat 1.6D ,,,,2015,,,,,,,,,"{""make"": ""V"", ""model"": ""W"", ""engine"": """"}","{""make"": ""V"", ""model"": ""W"", ""engine"": """"}"
707162,FIAT Doblo 1.3D 10-,FIAT Doblo 1.3D ,,,,2010,,,,,,,,,"{""make"": ""F"", ""model"": ""I"", ""engine"": ""A""}","{""make"": ""F"", ""model"": ""I"", ""engine"": ""A""}"
707147,FIAT 500 1.3D 13-,FIAT 500 1.3D ,,,,2013,,,,,,,,,"{""make"": ""F"", ""model"": ""I"", ""engine"": ""A""}","{""make"": ""F"", ""model"": ""I"", ""engine"": ""A""}"
707185,OPEL Corsa 1.3D 07-,OPEL Corsa 1.3D ,,,,2007,,,,,,,,,"{""make"": ""O"", ""model"": ""P"", ""engine"": ""E""}","{""make"": ""O"", ""model"": ""P"", ""engine"": ""E""}"
707184,FIAT Grande Punto 1.3D 06-,FIAT Grande Punto 1.3D ,,,,2006,,,,,,,,,"{""make"": ""F"", ""model"": ""I"", ""engine"": ""A""}","{""make"": ""F"", ""model"": ""I"", ""engine"": ""A""}"
707145,OPEL Antara 2.0D 07-,OPEL Antara 2.0D ,,,,2007,,,,,,,,,"{""make"": ""O"", ""model"": ""P"", ""engine"": ""E""}","{""make"": ""O"", ""model"": ""P"", ""engine"": ""E""}"
707174,FIAT Fiorino 1.3D 08-,FIAT Fiorino 1.3D ,,,,2008,,,,,,,,,"{""make"": ""F"", ""model"": ""I"", ""engine"": ""A""}","{""make"": ""F"", ""model"": ""I"", ""engine"": ""A""}"
707188,VW Golf 1.6D 13-,VW Golf 1.6D ,,,,2013,,,,,,,,,"{""make"": ""V"", ""model"": ""W"", ""engine"": """"}","{""make"": ""V"", ""model"": ""W"", ""engine"": """"}"
707163,ALFA-ROMEO 147 1.9D 01-,ALFA-ROMEO 147 1.9D ,,,,2001,,,,,,,,,"{""make"": ""A"", ""model"": ""L"", ""engine"": ""F""}","{""make"": ""A"", ""model"": ""L"", ""engine"": ""F""}"
707151,MERCEDES C-Series 2.2D 07-,MERCEDES C-Series 2.2D ,,,,2007,,,,,,,,,"{""make"": ""M"", ""model"": ""E"", ""engine"": ""R""}","{""make"": ""M"", ""model"": ""E"", ""engine"": ""R""}"
707156,VW Amarok 2.0D 10-,VW Amarok 2.0D ,,,,2010,,,,,,,,,"{""make"": ""V"", ""model"": ""W"", ""engine"": """"}","{""make"": ""V"", ""model"": ""W"", ""engine"": """"}"
707128,VW Transporter 2.0D 03-,VW Transporter 2.0D ,,,,2003,,,,,,,,,"{""make"": ""V"", ""model"": ""W"", ""engine"": """"}","{""make"": ""V"", ""model"": ""W"", ""engine"": """"}"
707146,VW Transporter 2.0D 03-,VW Transporter 2.0D ,,,,2003,,,,,,,,,"{""make"": ""V"", ""model"": ""W"", ""engine"": """"}","{""make"": ""V"", ""model"": ""W"", ""engine"": """"}"
707154,VW Touareg 3.0D 10-,VW Touareg 3.0D ,,,,2010,,,,,,,,,"{""make"": ""V"", ""model"": ""W"", ""engine"": """"}","{""make"": ""V"", ""model"": ""W"", ""engine"": """"}"
707130,VW Amarok 2.0D 11-,VW Amarok 2.0D ,,,,2011,,,,,,,,,"{""make"": ""V"", ""model"": ""W"", ""engine"": """"}","{""make"": ""V"", ""model"": ""W"", ""engine"": """"}"
707142,AUDI Q5 3.0D 09-,AUDI Q5 3.0D ,,,,2009,,,,,,,,,"{""make"": ""A"", ""model"": ""U"", ""engine"": ""D""}","{""make"": ""A"", ""model"": ""U"", ""engine"": ""D""}"
707141,AUDI Q5 3.0D 09-,AUDI Q5 3.0D ,,,,2009,,,,,,,,,"{""make"": ""A"", ""model"": ""U"", ""engine"": ""D""}","{""make"": ""A"", ""model"": ""U"", ""engine"": ""D""}"
707200,VOLVO XC90 2.4D 02-,VOLVO XC90 2.4D ,,,,2002,,,,,,,,,"{""make"": ""V"", ""model"": ""O"", ""engine"": ""L""}","{""make"": ""V"", ""model"": ""O"", ""engine"": ""L""}"
707127,AUDI A6 2.0D 04-,AUDI A6 2.0D ,,,,2004,,,,,,,,,"{""make"": ""A"", ""model"": ""U"", ""engine"": ""D""}","{""make"": ""A"", ""model"": ""U"", ""engine"": ""D""}"
707143,AUDI A6 2.0D 11-,AUDI A6 2.0D ,,,,2011,,,,,,,,,"{""make"": ""A"", ""model"": ""U"", ""engine"": ""D""}","{""make"": ""A"", ""model"": ""U"", ""engine"": ""D""}"
