partnumber,VehicleRawProperties_asli,VehicleRawProperties,make,Model,engine,Years,VehicleDataStandard,TypeId,ImportId,ImportTable,VehicleImportRegion,UvdbFromYearID,UvdbToYearID,Action,format_data,format_data
49579,TOYOTA Land Cruiser 3.0D 96-,TOYOTA Land Cruiser 3.0D ,,,,1996,,,,,,,,,"{""make"": ""T"", ""model"": ""O"", ""engine"": ""Y""}","{""make"": ""T"", ""model"": ""O"", ""engine"": ""Y""}"
49580,SUZUKI Grand Vitara 2.0 98-,SUZUKI Grand Vitara 2.0 ,,,,1998,,,,,,,,,"{""make"": ""S"", ""model"": ""U"", ""engine"": ""Z""}","{""make"": ""S"", ""model"": ""U"", ""engine"": ""Z""}"
49581,BMW 5 4.4 96-,BMW 5 4.4 ,,,,1996,,,,,,,,,"{""make"": ""B"", ""model"": ""M"", ""engine"": ""W""}","{""make"": ""B"", ""model"": ""M"", ""engine"": ""W""}"
49582,BMW 3 2.0D 98-,BMW 3 2.0D ,,,,1998,,,,,,,,,"{""make"": ""B"", ""model"": ""M"", ""engine"": ""W""}","{""make"": ""B"", ""model"": ""M"", ""engine"": ""W""}"
49583,MERCEDES 200-Series 2.5D 85-,MERCEDES Series 2.5D ,,,,200,,,,,,,,,"{""make"": ""M"", ""model"": ""E"", ""engine"": ""R""}","{""make"": ""M"", ""model"": ""E"", ""engine"": ""R""}"
49584,VW Passat 1.9D 01-,VW Passat 1.9D ,,,,2001,,,,,,,,,"{""make"": ""V"", ""model"": ""W"", ""engine"": """"}","{""make"": ""V"", ""model"": ""W"", ""engine"": """"}"
49585,NISSAN Navara 2.5D 05-,NISSAN Navara 2.5D ,,,,2005,,,,,,,,,"{""make"": ""N"", ""model"": ""I"", ""engine"": ""S""}","{""make"": ""N"", ""model"": ""I"", ""engine"": ""S""}"
49586,KIA Sportage 2.0D 95-,KIA Sportage 2.0D ,,,,1995,,,,,,,,,"{""make"": ""K"", ""model"": ""I"", ""engine"": ""A""}","{""make"": ""K"", ""model"": ""I"", ""engine"": ""A""}"
49587,FORD E-Series 5.4 92-,FORD E-Series 5.4 ,,,,1992,,,,,,,,,"{""make"": ""F"", ""model"": ""O"", ""engine"": ""R""}","{""make"": ""F"", ""model"": ""O"", ""engine"": ""R""}"
49588,MERCEDES G-Series 3.0D 90-,MERCEDES G-Series 3.0D ,,,,1990,,,,,,,,,"{""make"": ""M"", ""model"": ""E"", ""engine"": ""R""}","{""make"": ""M"", ""model"": ""E"", ""engine"": ""R""}"
49589,BMW X5 3.0D 00-,BMW X5 3.0D ,,,,2000,,,,,,,,,"{""make"": ""B"", ""model"": ""M"", ""engine"": ""W""}","{""make"": ""B"", ""model"": ""M"", ""engine"": ""W""}"
49590,AUDI A6 2.5D 97-,AUDI A6 2.5D ,,,,1997,,,,,,,,,"{""make"": ""A"", ""model"": ""U"", ""engine"": ""D""}","{""make"": ""A"", ""model"": ""U"", ""engine"": ""D""}"
49591,MITSUBISHI L200 2.5D 06-,MITSUBISHI L200 2.5D ,,,,2006,,,,,,,,,"{""make"": ""M"", ""model"": ""I"", ""engine"": ""T""}","{""make"": ""M"", ""model"": ""I"", ""engine"": ""T""}"
49592,JEEP Cherokee 2.5D 02-,JEEP Cherokee 2.5D ,,,,2002,,,,,,,,,"{""make"": ""J"", ""model"": ""E"", ""engine"": ""E""}","{""make"": ""J"", ""model"": ""E"", ""engine"": ""E""}"
49593,MERCEDES ML-Series 3.2 98-,MERCEDES ML-Series 3.2 ,,,,1998,,,,,,,,,"{""make"": ""M"", ""model"": ""E"", ""engine"": ""R""}","{""make"": ""M"", ""model"": ""E"", ""engine"": ""R""}"
49594,MERCEDES SL-Series 3.2 90-,MERCEDES SL-Series 3.2 ,,,,1990,,,,,,,,,"{""make"": ""M"", ""model"": ""E"", ""engine"": ""R""}","{""make"": ""M"", ""model"": ""E"", ""engine"": ""R""}"
49595,MERCEDES C-Series 2.2D 94-,MERCEDES C-Series 2.2D ,,,,1994,,,,,,,,,"{""make"": ""M"", ""model"": ""E"", ""engine"": ""R""}","{""make"": ""M"", ""model"": ""E"", ""engine"": ""R""}"
49596,DODGE Durango 5.7 04-,DODGE Durango 5.7 ,,,,2004,,,,,,,,,"{""make"": ""D"", ""model"": ""O"", ""engine"": ""D""}","{""make"": ""D"", ""model"": ""O"", ""engine"": ""D""}"
49597,MAZDA B-series 2.5D 99-,MAZDA B-series 2.5D ,,,,1999,,,,,,,,,"{""make"": ""M"", ""model"": ""A"", ""engine"": ""Z""}","{""make"": ""M"", ""model"": ""A"", ""engine"": ""Z""}"
49598,TOYOTA Hilux 2.4D 95-,TOYOTA Hilux 2.4D ,,,,1995,,,,,,,,,"{""make"": ""T"", ""model"": ""O"", ""engine"": ""Y""}","{""make"": ""T"", ""model"": ""O"", ""engine"": ""Y""}"
49599,SUZUKI Grand Vitara 2.0D 98-,SUZUKI Grand Vitara 2.0D ,,,,1998,,,,,,,,,"{""make"": ""S"", ""model"": ""U"", ""engine"": ""Z""}","{""make"": ""S"", ""model"": ""U"", ""engine"": ""Z""}"
49600,LAND-ROVER Defender 2.4D 07-,LAND-ROVER Defender 2.4D ,,,,2007,,,,,,,,,"{""make"": ""L"", ""model"": ""A"", ""engine"": ""N""}","{""make"": ""L"", ""model"": ""A"", ""engine"": ""N""}"
49601,BMW 5 2.4D 82-,BMW 5 2.4D ,,,,1982,,,,,,,,,"{""make"": ""B"", ""model"": ""M"", ""engine"": ""W""}","{""make"": ""B"", ""model"": ""M"", ""engine"": ""W""}"
49602,MITSUBISHI Shogun 3.0 91-,MITSUBISHI Shogun 3.0 ,,,,1991,,,,,,,,,"{""make"": ""M"", ""model"": ""I"", ""engine"": ""T""}","{""make"": ""M"", ""model"": ""I"", ""engine"": ""T""}"
49603,ISUZU Trooper 2.8D 82-,ISUZU Trooper 2.8D ,,,,1982,,,,,,,,,"{""make"": ""I"", ""model"": ""S"", ""engine"": ""U""}","{""make"": ""I"", ""model"": ""S"", ""engine"": ""U""}"
49604,KIA K-series 2.7D 00-,KIA K-series 2.7D ,,,,2000,,,,,,,,,"{""make"": ""K"", ""model"": ""I"", ""engine"": ""A""}","{""make"": ""K"", ""model"": ""I"", ""engine"": ""A""}"
49605,BMW 5 2.5D 96-,BMW 5 2.5D ,,,,1996,,,,,,,,,"{""make"": ""B"", ""model"": ""M"", ""engine"": ""W""}","{""make"": ""B"", ""model"": ""M"", ""engine"": ""W""}"
49606,FORD Ranger 3.0D 06-,FORD Ranger 3.0D ,,,,2006,,,,,,,,,"{""make"": ""F"", ""model"": ""O"", ""engine"": ""R""}","{""make"": ""F"", ""model"": ""O"", ""engine"": ""R""}"
49608,KIA Sorento 2.5D 03-,KIA Sorento 2.5D ,,,,2003,,,,,,,,,"{""make"": ""K"", ""model"": ""I"", ""engine"": ""A""}","{""make"": ""K"", ""model"": ""I"", ""engine"": ""A""}"
49609,SUZUKI Vitara 1.6 89-,SUZUKI Vitara 1.6 ,,,,1989,,,,,,,,,"{""make"": ""S"", ""model"": ""U"", ""engine"": ""Z""}","{""make"": ""S"", ""model"": ""U"", ""engine"": ""Z""}"
49610,JEEP Wrangler 4.0 97-,JEEP Wrangler 4.0 ,,,,1997,,,,,,,,,"{""make"": ""J"", ""model"": ""E"", ""engine"": ""E""}","{""make"": ""J"", ""model"": ""E"", ""engine"": ""E""}"
49611,LAND-ROVER Range Rover 4.4 02-,LAND-ROVER Range Rover 4.4 ,,,,2002,,,,,,,,,"{""make"": ""L"", ""model"": ""A"", ""engine"": ""N""}","{""make"": ""L"", ""model"": ""A"", ""engine"": ""N""}"
49612,LEXUS GS 3.0 91-,LEXUS GS 3.0 ,,,,1991,,,,,,,,,"{""make"": ""L"", ""model"": ""E"", ""engine"": ""X""}","{""make"": ""L"", ""model"": ""E"", ""engine"": ""X""}"
49613,TOYOTA Hilux 2.4D 89-,TOYOTA Hilux 2.4D ,,,,1989,,,,,,,,,"{""make"": ""T"", ""model"": ""O"", ""engine"": ""Y""}","{""make"": ""T"", ""model"": ""O"", ""engine"": ""Y""}"
49614,DAIHATSU Terios 1.3 97-,DAIHATSU Terios 1.3 ,,,,1997,,,,,,,,,"{""make"": ""D"", ""model"": ""A"", ""engine"": ""I""}","{""make"": ""D"", ""model"": ""A"", ""engine"": ""I""}"
49615,MERCEDES E-Series 3.2D 96-,MERCEDES E-Series 3.2D ,,,,1996,,,,,,,,,"{""make"": ""M"", ""model"": ""E"", ""engine"": ""R""}","{""make"": ""M"", ""model"": ""E"", ""engine"": ""R""}"
49617,MERCEDES E-Series 3.0D 96-,MERCEDES E-Series 3.0D ,,,,1996,,,,,,,,,"{""make"": ""M"", ""model"": ""E"", ""engine"": ""R""}","{""make"": ""M"", ""model"": ""E"", ""engine"": ""R""}"
49621,TOYOTA Land Cruiser 3.0D 03-,TOYOTA Land Cruiser 3.0D ,,,,2003,,,,,,,,,"{""make"": ""T"", ""model"": ""O"", ""engine"": ""Y""}","{""make"": ""T"", ""model"": ""O"", ""engine"": ""Y""}"
49622,MERCEDES SL-Series 5.0 90-,MERCEDES SL-Series 5.0 ,,,,1990,,,,,,,,,"{""make"": ""M"", ""model"": ""E"", ""engine"": ""R""}","{""make"": ""M"", ""model"": ""E"", ""engine"": ""R""}"
49623,VW LT 2.4D 75-,VW LT 2.4D ,,,,1975,,,,,,,,,"{""make"": ""V"", ""model"": ""W"", ""engine"": """"}","{""make"": ""V"", ""model"": ""W"", ""engine"": """"}"
49624,TOYOTA Land Cruiser 4.2D 84-,TOYOTA Land Cruiser 4.2D ,,,,1984,,,,,,,,,"{""make"": ""T"", ""model"": ""O"", ""engine"": ""Y""}","{""make"": ""T"", ""model"": ""O"", ""engine"": ""Y""}"
49626,TOYOTA Hilux 2.4D 89-,TOYOTA Hilux 2.4D ,,,,1989,,,,,,,,,"{""make"": ""T"", ""model"": ""O"", ""engine"": ""Y""}","{""make"": ""T"", ""model"": ""O"", ""engine"": ""Y""}"
49627,SSANGYONG Kyron 2.0D 05-,SSANGYONG Kyron 2.0D ,,,,2005,,,,,,,,,"{""make"": ""S"", ""model"": ""S"", ""engine"": ""A""}","{""make"": ""S"", ""model"": ""S"", ""engine"": ""A""}"
49630,AUDI A6 2.4 97-,AUDI A6 2.4 ,,,,1997,,,,,,,,,"{""make"": ""A"", ""model"": ""U"", ""engine"": ""D""}","{""make"": ""A"", ""model"": ""U"", ""engine"": ""D""}"
49631,OPEL Omega 2.5D 94-,OPEL Omega 2.5D ,,,,1994,,,,,,,,,"{""make"": ""O"", ""model"": ""P"", ""engine"": ""E""}","{""make"": ""O"", ""model"": ""P"", ""engine"": ""E""}"
49632,MITSUBISHI Pajero 3.2D 00-,MITSUBISHI Pajero 3.2D ,,,,2000,,,,,,,,,"{""make"": ""M"", ""model"": ""I"", ""engine"": ""T""}","{""make"": ""M"", ""model"": ""I"", ""engine"": ""T""}"
49633,MERCEDES E-Series 2.4 96-,MERCEDES E-Series 2.4 ,,,,1996,,,,,,,,,"{""make"": ""M"", ""model"": ""E"", ""engine"": ""R""}","{""make"": ""M"", ""model"": ""E"", ""engine"": ""R""}"
49634,FORD Ranger 2.5D 06-,FORD Ranger 2.5D ,,,,2006,,,,,,,,,"{""make"": ""F"", ""model"": ""O"", ""engine"": ""R""}","{""make"": ""F"", ""model"": ""O"", ""engine"": ""R""}"
49635,FORD Ranger 2.5D 98-,FORD Ranger 2.5D ,,,,1998,,,,,,,,,"{""make"": ""F"", ""model"": ""O"", ""engine"": ""R""}","{""make"": ""F"", ""model"": ""O"", ""engine"": ""R""}"
49637,TOYOTA Liteace 2.0D 86-,TOYOTA Liteace 2.0D ,,,,1986,,,,,,,,,"{""make"": ""T"", ""model"": ""O"", ""engine"": ""Y""}","{""make"": ""T"", ""model"": ""O"", ""engine"": ""Y""}"
49639,NISSAN Civilian 3.3D 90-,NISSAN Civilian 3.3D ,,,,1990,,,,,,,,,"{""make"": ""N"", ""model"": ""I"", ""engine"": ""S""}","{""make"": ""N"", ""model"": ""I"", ""engine"": ""S""}"
49640,BMW 3 3.2 98-,BMW 3 3.2 ,,,,1998,,,,,,,,,"{""make"": ""B"", ""model"": ""M"", ""engine"": ""W""}","{""make"": ""B"", ""model"": ""M"", ""engine"": ""W""}"
49641,MERCEDES SL-Series 5.0 90-,MERCEDES SL-Series 5.0 ,,,,1990,,,,,,,,,"{""make"": ""M"", ""model"": ""E"", ""engine"": ""R""}","{""make"": ""M"", ""model"": ""E"", ""engine"": ""R""}"
49642,AUDI A6 2.5D 94-,AUDI A6 2.5D ,,,,1994,,,,,,,,,"{""make"": ""A"", ""model"": ""U"", ""engine"": ""D""}","{""make"": ""A"", ""model"": ""U"", ""engine"": ""D""}"
49643,MERCEDES 200-Series 2.8 71-,MERCEDES Series 2.8 ,,,,200,,,,,,,,,"{""make"": ""M"", ""model"": ""E"", ""engine"": ""R""}","{""make"": ""M"", ""model"": ""E"", ""engine"": ""R""}"
49644,MERCEDES 500-Series 5.0 86-,MERCEDES Series 5.0 ,,,,500,,,,,,,,,"{""make"": ""M"", ""model"": ""E"", ""engine"": ""R""}","{""make"": ""M"", ""model"": ""E"", ""engine"": ""R""}"
49645,AUDI A8 4.2 95-,AUDI A8 4.2 ,,,,1995,,,,,,,,,"{""make"": ""A"", ""model"": ""U"", ""engine"": ""D""}","{""make"": ""A"", ""model"": ""U"", ""engine"": ""D""}"
49647,MERCEDES SLK-Series 2.3 97-,MERCEDES SLK-Series 2.3 ,,,,1997,,,,,,,,,"{""make"": ""M"", ""model"": ""E"", ""engine"": ""R""}","{""make"": ""M"", ""model"": ""E"", ""engine"": ""R""}"
49649,OPEL Omega 2.0 86-,OPEL Omega 2.0 ,,,,1986,,,,,,,,,"{""make"": ""O"", ""model"": ""P"", ""engine"": ""E""}","{""make"": ""O"", ""model"": ""P"", ""engine"": ""E""}"
49652,VOLVO 900 2.3 91-,VOLVO 900 2.3 ,,,,1991,,,,,,,,,"{""make"": ""V"", ""model"": ""O"", ""engine"": ""L""}","{""make"": ""V"", ""model"": ""O"", ""engine"": ""L""}"
49673,MERCEDES C-Series 1.8 94-,MERCEDES C-Series 1.8 ,,,,1994,,,,,,,,,"{""make"": ""M"", ""model"": ""E"", ""engine"": ""R""}","{""make"": ""M"", ""model"": ""E"", ""engine"": ""R""}"
49700,IVECO Daily 2.8D 89-,IVECO Daily 2.8D ,,,,1989,,,,,,,,,"{""make"": ""I"", ""model"": ""V"", ""engine"": ""E""}","{""make"": ""I"", ""model"": ""V"", ""engine"": ""E""}"
49701,IVECO Daily 2.8D 00-,IVECO Daily 2.8D ,,,,2000,,,,,,,,,"{""make"": ""I"", ""model"": ""V"", ""engine"": ""E""}","{""make"": ""I"", ""model"": ""V"", ""engine"": ""E""}"
49702,IVECO Daily 2.3D 00-,IVECO Daily 2.3D ,,,,2000,,,,,,,,,"{""make"": ""I"", ""model"": ""V"", ""engine"": ""E""}","{""make"": ""I"", ""model"": ""V"", ""engine"": ""E""}"
49703,IVECO Daily 2.8D 89-,IVECO Daily 2.8D ,,,,1989,,,,,,,,,"{""make"": ""I"", ""model"": ""V"", ""engine"": ""E""}","{""make"": ""I"", ""model"": ""V"", ""engine"": ""E""}"
49704,IVECO Daily 2.8D 00-,IVECO Daily 2.8D ,,,,2000,,,,,,,,,"{""make"": ""I"", ""model"": ""V"", ""engine"": ""E""}","{""make"": ""I"", ""model"": ""V"", ""engine"": ""E""}"
49705,IVECO Daily,IVECO Daily,,,,,,,,,,,,,"{""make"": ""I"", ""model"": ""V"", ""engine"": ""E""}","{""make"": ""I"", ""model"": ""V"", ""engine"": ""E""}"
49706,IVECO Daily 2.5D 89-,IVECO Daily 2.5D ,,,,1989,,,,,,,,,"{""make"": ""I"", ""model"": ""V"", ""engine"": ""E""}","{""make"": ""I"", ""model"": ""V"", ""engine"": ""E""}"
49707,Mercedes AXOR 2 05-,Mercedes AXOR 2 ,,,,2005,,,,,,,,,"{""make"": ""M"", ""model"": ""e"", ""engine"": ""r""}","{""make"": ""M"", ""model"": ""e"", ""engine"": ""r""}"
49708,Mercedes ATEGO,Mercedes ATEGO,,,,,,,,,,,,,"{""make"": ""M"", ""model"": ""e"", ""engine"": ""r""}","{""make"": ""M"", ""model"": ""e"", ""engine"": ""r""}"
49709,Volvo FH12 93-,Volvo FH12 ,,,,1993,,,,,,,,,"{""make"": ""V"", ""model"": ""o"", ""engine"": ""l""}","{""make"": ""V"", ""model"": ""o"", ""engine"": ""l""}"
49710,Scania 4  96-,Scania 4  ,,,,1996,,,,,,,,,"{""make"": ""S"", ""model"": ""c"", ""engine"": ""a""}","{""make"": ""S"", ""model"": ""c"", ""engine"": ""a""}"
49711,LAND-ROVER Discovery 2.5D 90-,LAND-ROVER Discovery 2.5D ,,,,1990,,,,,,,,,"{""make"": ""L"", ""model"": ""A"", ""engine"": ""N""}","{""make"": ""L"", ""model"": ""A"", ""engine"": ""N""}"
49712,LAND-ROVER Discovery 2.5D 90-,LAND-ROVER Discovery 2.5D ,,,,1990,,,,,,,,,"{""make"": ""L"", ""model"": ""A"", ""engine"": ""N""}","{""make"": ""L"", ""model"": ""A"", ""engine"": ""N""}"
49713,FORD Transit 2.4D 06-,FORD Transit 2.4D ,,,,2006,,,,,,,,,"{""make"": ""F"", ""model"": ""O"", ""engine"": ""R""}","{""make"": ""F"", ""model"": ""O"", ""engine"": ""R""}"
49714,Volvo FE 7.7D 2012-,Volvo FE 7.7D ,,,,2012,,,,,,,,,"{""make"": ""V"", ""model"": ""o"", ""engine"": ""l""}","{""make"": ""V"", ""model"": ""o"", ""engine"": ""l""}"
49715,"SCANIA P,R,T 8.9D 2004-","SCANIA P,R,T 8.9D ",,,,2004,,,,,,,,,"{""make"": ""S"", ""model"": ""C"", ""engine"": ""A""}","{""make"": ""S"", ""model"": ""C"", ""engine"": ""A""}"
49716,Renault Premium 2001-,Renault Premium ,,,,2001,,,,,,,,,"{""make"": ""R"", ""model"": ""e"", ""engine"": ""n""}","{""make"": ""R"", ""model"": ""e"", ""engine"": ""n""}"
49717,Mercedes Atego OM934 2013->,Mercedes Atego OM934 >,,,,2013,,,,,,,,,"{""make"": ""M"", ""model"": ""e"", ""engine"": ""r""}","{""make"": ""M"", ""model"": ""e"", ""engine"": ""r""}"
49718,RVI Premium EURO6 2013-,RVI Premium EURO6 ,,,,2013,,,,,,,,,"{""make"": ""R"", ""model"": ""V"", ""engine"": ""I""}","{""make"": ""R"", ""model"": ""V"", ""engine"": ""I""}"
49719,VOLVO FL 5.1/7.1D 2013-,VOLVO FL 5.1/7.1D ,,,,2013,,,,,,,,,"{""make"": ""V"", ""model"": ""O"", ""engine"": ""L""}","{""make"": ""V"", ""model"": ""O"", ""engine"": ""L""}"
49720,VOLVO FH 12.8D 2012-,VOLVO FH 12.8D ,,,,2012,,,,,,,,,"{""make"": ""V"", ""model"": ""O"", ""engine"": ""L""}","{""make"": ""V"", ""model"": ""O"", ""engine"": ""L""}"
49721,RENAULT Midlum 2000-,RENAULT Midlum ,,,,2000,,,,,,,,,"{""make"": ""R"", ""model"": ""E"", ""engine"": ""N""}","{""make"": ""R"", ""model"": ""E"", ""engine"": ""N""}"
49722,FORD Transit 3.2D 06-,FORD Transit 3.2D ,,,,2006,,,,,,,,,"{""make"": ""F"", ""model"": ""O"", ""engine"": ""R""}","{""make"": ""F"", ""model"": ""O"", ""engine"": ""R""}"
49723,MERCEDES S-Series 6.0 91-,MERCEDES S-Series 6.0 ,,,,1991,,,,,,,,,"{""make"": ""M"", ""model"": ""E"", ""engine"": ""R""}","{""make"": ""M"", ""model"": ""E"", ""engine"": ""R""}"
49724,Scania 94/114 1996-,Scania 94/114 ,,,,1996,,,,,,,,,"{""make"": ""S"", ""model"": ""c"", ""engine"": ""a""}","{""make"": ""S"", ""model"": ""c"", ""engine"": ""a""}"
49725,IVECO Daily 3.0D 2014-,IVECO Daily 3.0D ,,,,2014,,,,,,,,,"{""make"": ""I"", ""model"": ""V"", ""engine"": ""E""}","{""make"": ""I"", ""model"": ""V"", ""engine"": ""E""}"
49726,IVECO Daily 2.3D 12-,IVECO Daily 2.3D ,,,,2012,,,,,,,,,"{""make"": ""I"", ""model"": ""V"", ""engine"": ""E""}","{""make"": ""I"", ""model"": ""V"", ""engine"": ""E""}"
49727,Hyundai Terracan 2.9D 2002-,Hyundai Terracan 2.9D ,,,,2002,,,,,,,,,"{""make"": ""H"", ""model"": ""y"", ""engine"": ""u""}","{""make"": ""H"", ""model"": ""y"", ""engine"": ""u""}"
49728,Volvo FH DC13 420-460 HP 2012-,Volvo FH DC13 460 HP ,,,,420,,,,,,,,,"{""make"": ""V"", ""model"": ""o"", ""engine"": ""l""}","{""make"": ""V"", ""model"": ""o"", ""engine"": ""l""}"
49729,Volvo FH DC13 480-540HP 2012-,Volvo FH DC13 540HP ,,,,480,,,,,,,,,"{""make"": ""V"", ""model"": ""o"", ""engine"": ""l""}","{""make"": ""V"", ""model"": ""o"", ""engine"": ""l""}"
49731,IVECO Eurotech/Eurotrakker,IVECO Eurotech/Eurotrakker,,,,,,,,,,,,,"{""make"": ""I"", ""model"": ""V"", ""engine"": ""E""}","{""make"": ""I"", ""model"": ""V"", ""engine"": ""E""}"
49732,IVECO Eurostar/Eurotech/Eurotrakker,IVECO Eurostar/Eurotech/Eurotrakker,,,,,,,,,,,,,"{""make"": ""I"", ""model"": ""V"", ""engine"": ""E""}","{""make"": ""I"", ""model"": ""V"", ""engine"": ""E""}"
49733,IVECO Eurostar/Eurotech/Eurotrakker,IVECO Eurostar/Eurotech/Eurotrakker,,,,,,,,,,,,,"{""make"": ""I"", ""model"": ""V"", ""engine"": ""E""}","{""make"": ""I"", ""model"": ""V"", ""engine"": ""E""}"
49734,IVECO Eurocargo Tector 09/2000>,IVECO Eurocargo Tector 09/2000>,,,,,,,,,,,,,"{""make"": ""I"", ""model"": ""V"", ""engine"": ""E""}","{""make"": ""I"", ""model"": ""V"", ""engine"": ""E""}"
49735,IVECO Stralis/Eurotech/Eurotrakker,IVECO Stralis/Eurotech/Eurotrakker,,,,,,,,,,,,,"{""make"": ""I"", ""model"": ""V"", ""engine"": ""E""}","{""make"": ""I"", ""model"": ""V"", ""engine"": ""E""}"
49736,IVECO Eurotech/Eurotrakker/Stralis,IVECO Eurotech/Eurotrakker/Stralis,,,,,,,,,,,,,"{""make"": ""I"", ""model"": ""V"", ""engine"": ""E""}","{""make"": ""I"", ""model"": ""V"", ""engine"": ""E""}"
49737,IVECO Eurocargo Tector 01/1991>,IVECO Eurocargo Tector 01/1991>,,,,,,,,,,,,,"{""make"": ""I"", ""model"": ""V"", ""engine"": ""E""}","{""make"": ""I"", ""model"": ""V"", ""engine"": ""E""}"
49738,MAN L2000/M2000L,MAN L2000/M2000L,,,,,,,,,,,,,"{""make"": ""M"", ""model"": ""A"", ""engine"": ""N""}","{""make"": ""M"", ""model"": ""A"", ""engine"": ""N""}"
49739,MAN TGA/TGM/TGL,MAN TGA/TGM/TGL,,,,,,,,,,,,,"{""make"": ""M"", ""model"": ""A"", ""engine"": ""N""}","{""make"": ""M"", ""model"": ""A"", ""engine"": ""N""}"
49740,MAN TGX/TGS/TGA,MAN TGX/TGS/TGA,,,,,,,,,,,,,"{""make"": ""M"", ""model"": ""A"", ""engine"": ""N""}","{""make"": ""M"", ""model"": ""A"", ""engine"": ""N""}"
49741,MAN TGA,MAN TGA,,,,,,,,,,,,,"{""make"": ""M"", ""model"": ""A"", ""engine"": ""N""}","{""make"": ""M"", ""model"": ""A"", ""engine"": ""N""}"
49742,MAN TGA,MAN TGA,,,,,,,,,,,,,"{""make"": ""M"", ""model"": ""A"", ""engine"": ""N""}","{""make"": ""M"", ""model"": ""A"", ""engine"": ""N""}"
49743,MAN TGX,MAN TGX,,,,,,,,,,,,,"{""make"": ""M"", ""model"": ""A"", ""engine"": ""N""}","{""make"": ""M"", ""model"": ""A"", ""engine"": ""N""}"
49744,MERCEDES Atego,MERCEDES Atego,,,,,,,,,,,,,"{""make"": ""M"", ""model"": ""E"", ""engine"": ""R""}","{""make"": ""M"", ""model"": ""E"", ""engine"": ""R""}"
49745,RENAULT Premium DCI/Kerax DCI,RENAULT Premium DCI/Kerax DCI,,,,,,,,,,,,,"{""make"": ""R"", ""model"": ""E"", ""engine"": ""N""}","{""make"": ""R"", ""model"": ""E"", ""engine"": ""N""}"
49746,RENAULT Premium/Midlum DCI,RENAULT Premium/Midlum DCI,,,,,,,,,,,,,"{""make"": ""R"", ""model"": ""E"", ""engine"": ""N""}","{""make"": ""R"", ""model"": ""E"", ""engine"": ""N""}"
49747,RENAULT Midlum DXI7/DXI5,RENAULT Midlum DXI7/DXI5,,,,,,,,,,,,,"{""make"": ""R"", ""model"": ""E"", ""engine"": ""N""}","{""make"": ""R"", ""model"": ""E"", ""engine"": ""N""}"
49748,RENAULT Midlum DCI,RENAULT Midlum DCI,,,,,,,,,,,,,"{""make"": ""R"", ""model"": ""E"", ""engine"": ""N""}","{""make"": ""R"", ""model"": ""E"", ""engine"": ""N""}"
49749,RENAULT Premium,RENAULT Premium,,,,,,,,,,,,,"{""make"": ""R"", ""model"": ""E"", ""engine"": ""N""}","{""make"": ""R"", ""model"": ""E"", ""engine"": ""N""}"
49750,RENAULT Premium DXI 11/ Kerax DXI 11,RENAULT Premium DXI 11/ Kerax DXI 11,,,,,,,,,,,,,"{""make"": ""R"", ""model"": ""E"", ""engine"": ""N""}","{""make"": ""R"", ""model"": ""E"", ""engine"": ""N""}"
49751,RENAULT Magnum DXI 13,RENAULT Magnum DXI 13,,,,,,,,,,,,,"{""make"": ""R"", ""model"": ""E"", ""engine"": ""N""}","{""make"": ""R"", ""model"": ""E"", ""engine"": ""N""}"
49752,RENAULT Kerax,RENAULT Kerax,,,,,,,,,,,,,"{""make"": ""R"", ""model"": ""E"", ""engine"": ""N""}","{""make"": ""R"", ""model"": ""E"", ""engine"": ""N""}"
49753,RENAULT Premium/Kerax,RENAULT Premium/Kerax,,,,,,,,,,,,,"{""make"": ""R"", ""model"": ""E"", ""engine"": ""N""}","{""make"": ""R"", ""model"": ""E"", ""engine"": ""N""}"
49754,RVI Premium EURO6 2013-,RVI Premium EURO6 ,,,,2013,,,,,,,,,"{""make"": ""R"", ""model"": ""V"", ""engine"": ""I""}","{""make"": ""R"", ""model"": ""V"", ""engine"": ""I""}"
49755,SCANIA P/G/R/T serie 03/2004>,SCANIA P/G/R/T serie 03/2004>,,,,,,,,,,,,,"{""make"": ""S"", ""model"": ""C"", ""engine"": ""A""}","{""make"": ""S"", ""model"": ""C"", ""engine"": ""A""}"
49756,SCANIA P/G/R/T serie 09/1995>,SCANIA P/G/R/T serie 09/1995>,,,,,,,,,,,,,"{""make"": ""S"", ""model"": ""C"", ""engine"": ""A""}","{""make"": ""S"", ""model"": ""C"", ""engine"": ""A""}"
49757,SCANIA 4 Serie,SCANIA 4 Serie,,,,,,,,,,,,,"{""make"": ""S"", ""model"": ""C"", ""engine"": ""A""}","{""make"": ""S"", ""model"": ""C"", ""engine"": ""A""}"
49758,SCANIA P/G/R/T serie 03/2004>,SCANIA P/G/R/T serie 03/2004>,,,,,,,,,,,,,"{""make"": ""S"", ""model"": ""C"", ""engine"": ""A""}","{""make"": ""S"", ""model"": ""C"", ""engine"": ""A""}"
49759,VOLVO FH 12.8D 2012-,VOLVO FH 12.8D ,,,,2012,,,,,,,,,"{""make"": ""V"", ""model"": ""O"", ""engine"": ""L""}","{""make"": ""V"", ""model"": ""O"", ""engine"": ""L""}"
49760,VOLVO FH 08/1993>,VOLVO FH 08/1993>,,,,,,,,,,,,,"{""make"": ""V"", ""model"": ""O"", ""engine"": ""L""}","{""make"": ""V"", ""model"": ""O"", ""engine"": ""L""}"
